0000A066 0000A092 _CcCopyReadExceptionFilter@8
000DD774 000DD77F _MiSessionPoolVector@0
000DD784 000DD7A7 _MmAvailablePoolInPages@4
000DD7AC 000DD865 _MiCheckSessionPoolAllocations@0
000DD86A 000DD8C0 _MiFreeSessionPoolBitMaps@0
000DD8C6 000DDBBC _MiInitializeSessionPool@0
000DDBC2 000DDD45 _MiCalculatePageCommitment@16
000DDD4A 000DDE77 _MiReturnPageTablePageCommitment@20
000DDE7C 000DDECC _MiPteSListExpansionWorker@4
000DDED2 000DDF20 _MmGetExecuteOptions@4
000DDF26 000DDF50 _MmGetImageInformation@4
000DDF56 000DE018 _MmPerfVadTreeWalk@4
000DE01E 000DE096 _MiAllocateAweInfo@0
000DE09C 000DE1A4 _MiRemoveUserPhysicalPagesVad@4
000DE1AA 000DE334 _MiCleanPhysicalProcessPages@4
000DE33A 000DE371 _MiAweViewInserter@8
000DE376 000DE3CD _MiAweViewRemover@8
000DE3D2 000DE91D _NtMapUserPhysicalPages@12
000DE922 000DEF6C _NtMapUserPhysicalPagesScatter@12
000DEF72 000DF30E _NtAllocateUserPhysicalPages@12
000DF314 000DF7A3 _NtFreeUserPhysicalPages@12
000DF7A8 000DF7B1 _NtFlushWriteBuffer@0
000DF7B6 000DF801 _MiFlushRangeFilter@16
000DF806 000DF908 _NtFlushInstructionCache@12
000DF90E 000DFE97 _NtLockVirtualMemory@16
000DFE9C 000E0283 _NtUnlockVirtualMemory@16
000E0288 000E02AB _MiChangeNoAccessForkPte@8
000E02B0 000E036A _MiCheckSecuredVad@16
000E0370 000E04EB _MiGetPageProtection@12
000E04F0 000E0D90 _MiSetProtectionOnSection@32
000E0D96 000E13D4 _MiProtectVirtualMemory@20
000E13DA 000E1597 _NtProtectVirtualMemory@20
000E159C 000E1739 _NtQuerySection@20
000E173E 000E1971 _MiQueryAddressState@20
000E1976 000E1C25 _MiGetWorkingSetInfo@12
000E1C2A 000E226A _NtQueryVirtualMemory@24
000E2270 000E2413 _MiReorderTree@8
000E2418 000E2442 @MiGetNextNode@4
000E2448 000E246E @MiGetPreviousNode@4
000E2474 000E2485 @MiGetFirstNode@4
000E248A 000E24E7 @MiInsertNode@8
000E24EC 000E2515 _MiCheckForConflictingNode@12
000E251A 000E262B _MiFindEmptyAddressRangeInTree@20
000E2630 000E2787 _MiFindEmptyAddressRangeDownTree@20
000E278C 000E27B5 _MiUnmapImageHeaderInHyperSpace@0
000E27BA 000E288F _MiMapImageHeaderInHyperSpace@4
000E2894 000E28BD _MiSessionLookupImage@4
000E28C2 000E28E7 _MiSessionUnloadAllImages@0
000E28EC 000E29E3 _MiSessionWideInsertImageAddress@20
000E29E8 000E2A38 _MiSessionWideDereferenceImage@4
000E2A3E 000E2A82 _MiSessionWideGetImageSize@12
000E2A88 000E2C70 _MiShareSessionImage@8
000E2C76 000E2D72 _MiSessionInsertImage@4
000E2D78 000E2E30 _MiSessionRemoveImage@4
000E2E36 000E2FC6 _MiSessionWideReserveImageAddress@20
000E2FCC 000E2FEB _MiRemoveImageSessionWide@4
000E2FF0 000E3127 _MmLockAndCopyMemory@8
000E312C 000E3166 _MiRundownHotpatchList@4
000E316C 000E32FC _MiPerformHotPatch@12
000E3302 000E33C7 _MmHotPatchRoutine@4
000E33CC 000E3457 _MiPaeFreePages@4
000E345C 000E41B0 _MiCloneProcessAddressSpace@16
000E41B6 000E4331 _MmPerfSnapShotValidPhysicalMemory@0
000E4336 000E4380 _ObpAuditObjectAccess@16
000E4386 000E4475 _ObpRemoveObjectRoutine@8
000E447A 000E448D _ObIsObjectDeletionInline@4
000E4492 000E46D0 _ObReferenceObjectByHandle@24
000E46D6 000E487C _ObReferenceFileObjectForWrite@16
000E4882 000E48E1 _ObpProcessRemoveObjectQueue@4
000E48E6 000E4C67 _ObOpenObjectByName@28
000E4C6C 000E4D48 _ObOpenObjectByPointer@28
000E4D4E 000E4ED1 _ObReferenceObjectByName@32
000E4ED6 000E51E1 _ObpDeleteNameCheck@4
000E51E6 000E5344 _ObpCloseHandleTableEntry@24
000E534A 000E54CB _ObpCloseHandle@12
000E54D0 000E54E6 _ObCloseHandle@8
000E54EC 000E550D _NtClose@4
000E5512 000E558A _ObMakeTemporaryObject@4
000E5590 000E55F0 _NtMakeTemporaryObject@4
000E55F6 000E562E _ObReferenceProcessHandleTable@4
000E5634 000E564B _ObDereferenceProcessHandleTable@4
000E5650 000E5678 _ObGetProcessHandleCount@4
000E567E 000E576F _ObpInsertHandleCount@4
000E5774 000E57DB _ObpReleaseHandleInfo@12
000E57E0 000E589F _ObpIncrementHandleDataBase@12
000E58A4 000E592C _ObpChargeQuotaForObject@12
000E5932 000E5A23 _ObpDecrementHandleCount@16
000E5A28 000E5A42 _ObpValidateDesiredAccess@4
000E5A6C 000E5B34 _ObpComputeGrantedAccessIndex@4
000E5B3A 000E5BC7 _ObpTranslateGrantedAccessIndex@4
000E5BCC 000E5C7C _ObpCaptureHandleInformation@24
000E5C82 000E5D35 _ObpCaptureHandleInformationEx@24
000E5D3A 000E6192 _ObpIncrementHandleCount@28
000E6198 000E64AA _ObpIncrementUnnamedHandleCount@24
000E64B0 000E6989 _ObpCreateHandle@40
000E698E 000E6B1A _ObpCreateUnnamedHandle@28
000E6B20 000E6FBE _ObDuplicateObject@32
000E6FC4 000E70E3 _NtDuplicateObject@28
000E70E8 000E7128 _ObGetHandleInformation@12
000E712E 000E716E _ObGetHandleInformationEx@12
000E7174 000E71CB _ObpInsertDirectoryEntry@12
000E71D0 000E7200 _ObpDeleteDirectoryEntry@4
000E7206 000E723C _ObpGetShadowDirectory@4
000E7242 000E728C @ObfDereferenceDeviceMap@4
000E7292 000E7362 _NtMakePermanentObject@4
000E7368 000E73B9 _ObpTryReferenceNameInfoExclusive@4
000E73BE 000E73E6 _ObpReleaseExclusiveNameLock@4
000E73EC 000E7407 _ObpUnlinkDirectoryEntry@8
000E740C 000E7427 _ObpLinkDirectoryEntry@12
000E742C 000E7496 _ObpReleaseLookupContextObject@4
000E749C 000E7569 _NtCreateDirectoryObject@12
000E756E 000E7608 _NtOpenDirectoryObject@12
000E760E 000E7A02 _NtQueryDirectoryObject@28
000E7A08 000E7D26 _ObpLookupDirectoryEntry@20
000E7D2C 000E7DF3 _ObpSetCurrentProcessDeviceMap@0
000E7DF8 000E7F03 _ObpReferenceDeviceMap@0
000E7F08 000E884E _ObpLookupObjectName@44
000E8854 000E8D79 _ObSwapObjectNames@16
000E8D7E 000E8E96 _ObpGetObjectSecurity@16
000E8E9C 000E8EC6 _ObReleaseObjectSecurity@8
000E8ECC 000E8F1A _ObValidateSecurityQuota@8
000E8F20 000E8F95 _ObAssignSecurity@16
000E8F9A 000E8FDA _ObQuerySecurityDescriptorInfo@20
000E8FE0 000E9008 _ObpValidateAccessMask@4
000E900E 000E9050 _ObSetSecurityObjectByPointer@12
000E9056 000E9153 _NtQuerySecurityObject@20
000E9158 000E9238 _ObCheckObjectAccess@20
000E923E 000E92F1 _ObpCheckObjectReference@20
000E92F6 000E93AD _ObpCheckTraverseAccess@24
000E93B2 000E9457 _ObCheckCreateObjectAccess@28
000E945C 000E94A3 _ObAssignObjectSecurityDescriptor@12
000E94A8 000E94C1 _ObGetObjectSecurity@12
000E94C6 000E95E5 _ObSetSecurityDescriptorInfo@24
000E95EA 000E96B1 _NtSetSecurityObject@12
000E96B6 000E979B _NtWaitForSingleObject@12
000E97A0 000E9AE1 _NtWaitForMultipleObjects@20
000E9AE6 000E9B66 _ObWaitForSingleObject@12
000E9B6C 000E9BF4 _ObpAllocateObjectNameBuffer@12
000E9BFA 000E9C4C @ObpFreeObjectNameBuffer@4
000E9C52 000E9CCE _ObDeleteCapturedInsertInfo@4
000E9CD4 000E9ECD _ObpAllocateObject@24
000E9ED2 000EA061 @ObpFreeObject@4
000EA066 000EA0A8 @ObFreeObjectCreateInfoBuffer@4
000EA0AE 000EA1C7 _ObpCaptureObjectName@16
000EA1CC 000EA36B _ObpCaptureObjectCreateInformation@28
000EA370 000EA506 _ObCreateObject@36
000EA50C 000EA539 _ObpDeleteObjectType@4
000EA53E 000EA57E _ObpDestroyTypeArray@4
000EA5AA 000EACC3 _ObCreateObjectType@16
000EACC8 000EAD77 _ObpCreateTypeArray@4
000EAD7C 000EB2A0 _ObGetObjectInformation@16
000EB2A6 000EB339 _ObEnumerateObjectsByType@12
000EB33E 000EB37A _ObpHashBuffer@8
000EB380 000EB3CD _ObpCreateCacheEntry@12
000EB3D2 000EB3E8 _ObReferenceSecurityDescriptor@8
000EB3EE 000EB404 _ObpDestroySecurityDescriptorHeader@4
000EB40A 000EB43E _ObpCompareSecurityDescriptors@8
000EB444 000EB45E _ObpHashSecurityDescriptor@4
000EB464 000EB628 _ObLogSecurityDescriptor@12
000EB62E 000EB713 _ObpReferenceSecurityDescriptor@4
000EB718 000EB810 _ObDereferenceSecurityDescriptor@8
000EB816 000EB839 _ObDeassignSecurity@4
000EB83E 000EB8E8 _ObDupHandleProcedure@16
000EB8EE 000EB914 _ObAuditInheritedHandleProcedure@12
000EB91A 000EB9BB _ObInitProcess@8
000EB9C0 000EB9E5 _ObpCloseHandleProcedure@12
000EB9EA 000EBA76 _ObClearProcessHandleTable@4
000EBA7C 000EBB10 _ObKillProcess@4
000EBB16 000EBB95 _ObpEnumFindHandleProcedure@12
000EBB9A 000EBBF6 _ObFindHandleForObject@20
000EBBFC 000EBC0C _ObpShutdownCloseHandleProcedure@12
000EBC50 000EBF90 _ObShutdownSystem@4
000EBF96 000EC64D _ObInsertObject@24
000EC652 000EC98B _ObpParseSymbolicLink@40
000EC990 000EC9B1 _ObpDeleteSymbolicLink@4
000EC9B6 000ECB97 _NtCreateSymbolicLinkObject@16
000ECB9C 000ECC36 _NtOpenSymbolicLinkObject@12
000ECC3C 000ECE45 _NtQuerySymbolicLinkObject@12
000ECE4A 000ED39E _ObpProcessDosDeviceSymbolicLink@8
000ED3A4 000ED3B7 _ObpDeleteSymbolicLinkName@4
000ED3BC 000ED4B8 _ObpCreateSymbolicLinkName@4
000ED4BE 000ED565 _ObQueryTypeName@16
000ED56A 000ED654 _ObQueryTypeInfo@16
000ED65A 000ED6F8 _ObQueryObjectAuditingByHandle@8
000ED6FE 000ED749 _ObpSetHandleAttributes@8
000ED74E 000ED7F9 _ObSetHandleAttributes@12
000ED7FE 000ED99E _NtSetInformationObject@16
000ED9AC 000EE035 _ObQueryNameString@16
000EE288 000EE802 _NtQueryObject@20
000EE808 000EE84C _ObInheritDeviceMap@8
000EE852 000EE88C _ObDereferenceDeviceMap@4
000EE892 000EE898 _ObIsLUIDDeviceMapsEnabled@0
000EE89E 000EEA7A _ObSetDirectoryDeviceMap@8
000EEA80 000EECB2 _ObSetDeviceMap@8
000EECB8 000EEE01 _ObQueryDeviceMapInformation@12
000EEE06 000EEE29 @ObInitializeFastReference@8
000EEE2E 000EEE9B @ObFastReferenceObject@4
000EEEA0 000EEEB5 @ObFastReferenceObjectLocked@4
000EEEBA 000EEEE2 @ObFastDereferenceObject@8
000EEEE8 000EEF23 @ObFastReplaceObject@8
000EEF28 000EEFA7 _PoRequestShutdownWait@4
000EEFAC 000EEFDD _PoRequestShutdownEvent@4
000EEFE2 000EF031 _PoQueueShutdownWorkItem@4
000EF036 000EF07A _PopUserPresentSetWorker@4
000EF080 000EF35C _PopCreateHiberFile@16
000EF362 000EF4C8 _PopCreateHiberLinkFile@4
000EF662 000EF8FB _PopClearHiberFileSignature@4
000EF900 000EFA12 _PopZeroHiberFile@8
000EFA18 000EFAD9 _PopGetHiberFlags@0
000EFADE 000EFC92 _PopEnableHiberFile@4
000EFC98 000EFCB1 _PopAllocateHiberContextCallback@8
000EFCB6 000F0130 _PopAllocateHiberContext@0
000F0136 000F0192 _PoShutdownBugCheck@24
000F0198 000F01C9 _PopCompareActions@8
000F01CE 000F0212 _PopPromoteActionFlag@20
000F0218 000F0243 _PopCompleteAction@8
000F0248 000F03C6 _PopDispatchStateCallout@8
000F03CC 000F0630 _PopSetPowerAction@20
000F0636 000F07B5 _PopIssueActionRequest@16
000F07BA 000F082A _PopCriticalShutdown@4
000F0830 000F090A _PopPolicyWorkerAction@0
000F0910 000F0993 _PopPolicyWorkerActionPromote@0
000F0998 000F09AC _PoInitializeDeviceObject@4
000F09B2 000F09E5 _PopCleanupPowerState@4
000F09EA 000F0A0E _PopChangeCapability@8
000F0A14 000F0A79 _PopExceptionFilter@8
000F0A80 000F0B15 _PopOpenPowerKey@4
000F0B1A 000F0C06 _PopInitializePowerPolicySimulate@0
000F0C0C 000F0C57 _PopSaveHeuristics@0
000F0C5C 000F0C67 _PoInvalidateDevicePowerRelations@4
000F0C6C 000F0DA4 _PoGetLightestSystemStateForEject@16
000F0DAA 000F0DCB _PoGetDevicePowerState@8
000F0DD0 000F0E02 _PopUnlockAfterSleepWorker@4
000F0E08 000F0E70 _PopDefaultPolicy@4
000F0E76 000F0F46 _PopDefaultProcessorPolicy@4
000F0F4C 000F0FC9 _PoInitHiberServices@4
000F0FCE 000F101C _PoVolumeDevice@4
000F1022 000F115F _PopFlushVolumeWorker@4
000F117A 000F12DA _PopFlushVolumes@0
000F12E0 000F13C7 _NtSetThreadExecutionState@8
000F13CC 000F1421 _NtRequestWakeupLatency@4
000F1426 000F15B8 _NtInitiatePowerAction@16
000F15BE 000F1627 _NtRequestDeviceWakeup@4
000F162C 000F163A _NtIsSystemResumeAutomatic@0
000F1640 000F1720 _NtGetDevicePowerState@8
000F1732 000F1836 _PopInitProcessorStateHandlers2@4
000F183C 000F1904 _PopApplyAdminPolicy@12
000F190A 000F1A14 _PopVerifySystemPowerState@8
000F1A1A 000F1C4E _PopConnectToPolicyDevice@8
000F1C54 000F1CC8 _PopFilterCapabilities@8
000F1CCE 000F1D12 _PopUserIsAdmin@0
000F1D18 000F1E01 _PopVerifyPowerActionPolicy@4
000F1E26 000F1EB6 _PopAdvanceSystemPowerState@16
000F1EBC 000F1EF8 _PopNotifyPolicyDevice@8
000F1EFE 000F20DE _PopVerifyPowerPolicy@12
000F20E4 000F2275 _PopApplyPolicy@16
000F227A 000F24A9 _PopResetCurrentPolicies@0
000F24AE 000F2C9A _NtPowerInformation@20
000F2CFC 000F2E2B _PopInitSIdle@0
000F2E30 000F2E5E _PopSqrt@4
000F2E64 000F310D _PoSystemIdleWorker@4
000F3112 000F3197 _PopPolicySystemIdle@0
000F319C 000F31FD _PopCalculatePerfDecreaseLevel@8
000F3202 000F32C2 _PopCalculatePerfIncreaseDecreaseTime@12
000F32C8 000F3323 _PopCalculatePerfIncreaseLevel@8
000F3328 000F33CD _PopCalculatePerfMinCapacity@8
000F33D2 000F34E2 _PopAllocateDevState@0
000F34E8 000F350C _PopAcquirePolicyLock@0
000F3512 000F351E _PopPolicyTimeChange@0
000F3524 000F35BD _PopPolicyWorkerNotify@0
000F35C2 000F35D5 _PopDispatchCallout@4
000F35DA 000F35F3 _PopDispatchCallback@4
000F35F8 000F36A3 _PopDispatchDisplayRequired@4
000F36A8 000F36C8 _PopDispatchAcDcCallback@4
000F36CE 000F36E3 _PopDispatchPolicyCallout@4
000F36E8 000F373D _PopReleasePolicyLock@4
000F3742 000F3786 _PopPolicyWorkerMain@0
000F378C 000F385F _PopDispatchFullWake@4
000F3864 000F38AB _PopDispatchEventCodes@4
000F38B0 000F391A _PopDispatchSetStateFailure@4
000F3920 000F39AB _PopTriggerSwitch@12
000F39B0 000F39C7 _PopResetSwitchTriggers@0
000F39CC 000F3B5C _PopSystemButtonHandler@12
000F3B62 000F3BF0 _PopRecalculateCBTriggerLevels@4
000F3BF6 000F3C23 _PopResetCBTriggers@4
000F3C28 000F3D39 _PopCurrentPowerState@4
000F3D3E 000F4205 _PopCompositeBatteryDeviceHandler@12
000F420A 000F43F6 _PopThermalDeviceHandler@12
000F43FC 000F4682 _NtOpenProcess@16
000F4688 000F48F8 _NtOpenThread@16
000F48FE 000F4929 _NtQueryPortInformationProcess@0
000F492E 000F4B78 _PspSetQuotaLimits@20
000F4B7E 000F50C4 _NtQueryInformationThread@20
000F50CA 000F594B _NtSetInformationThread@16
000F5950 000F59EA _PsEstablishWin32Callouts@4
000F59F0 000F5A6F _PsSetProcessPriorityByClass@8
000F5A74 000F5BC1 _PsConvertToGuiThread@0
000F5BC6 000F5C9B _PspQueryQuotaLimits@24
000F5CA0 000F5D99 _PspQueryPooledQuotaLimits@24
000F5D9E 000F5F4B _PspSetPrimaryToken@20
000F5F50 000F6E04 _NtQueryInformationProcess@20
000F6E46 000F7C79 _NtSetInformationProcess@16
000F7C7E 000F7CC4 _PspDeleteThreadSecurity@4
000F7CCA 000F7CDF _PsDereferenceImpersonationToken@4
000F7CE4 000F7D2F _PspSinglePrivCheck@16
000F7D34 000F7D65 _PspSinglePrivCheckAudit@8
000F7D6A 000F7DFB _PsReferencePrimaryToken@4
000F7E00 000F7EBF _PsReferenceImpersonationToken@16
000F7EC4 000F8051 _PsReferenceEffectiveToken@16
000F8056 000F80A6 _PsOpenTokenOfProcess@8
000F80AC 000F8368 _PsImpersonateClient@20
000F836E 000F8440 _PsDisableImpersonation@8
000F8446 000F8474 _PsRestoreImpersonation@8
000F847A 000F8504 _PsRevertToSelf@0
000F850A 000F85A3 _PsRevertThreadToSelf@4
000F85A8 000F8618 _PspInitializeProcessSecurity@8
000F861E 000F8639 _PspDeleteProcessSecurity@4
000F863E 000F870D _PspAssignPrimaryToken@12
000F8712 000F8840 _PsAssignImpersonationToken@8
000F8846 000F8880 _PspInheritQuota@8
000F8886 000F8A58 _PsChargeSharedPoolQuota@12
000F8A5E 000F8BEF _PsReturnSharedPoolQuota@12
000F8BF4 000F8C16 _PspDereferenceQuota@4
000F8C1C 000F8CE6 _PsSetCreateProcessNotifyRoutine@8
000F8CEC 000F8D4B _PsSetCreateThreadNotifyRoutine@4
000F8D50 000F8DC9 _PsRemoveCreateThreadNotifyRoutine@4
000F8DCE 000F8F0A _PspUserThreadStartup@8
000F8F10 000F8F2A _PspUnhandledExceptionInSystemThread@4
000F8F30 000F8F82 _PspSystemThreadStartup@8
000F8F90 000F8FF6 _PsSetLoadImageNotifyRoutine@4
000F8FFC 000F9075 _PsRemoveLoadImageNotifyRoutine@4
000F907A 000F90C4 _PsCallImageNotifyRoutines@12
000F90CA 000F9853 _PspCreateThread@44
000F9858 000F9FCF _PspCreateProcess@36
000F9FD4 000FA0F4 _NtCreateThread@32
000FA0FA 000FA131 _PsCreateSystemThread@28
000FA136 000FA1BC _NtCreateProcessEx@36
000FA1C2 000FA1E6 _PsCreateSystemProcess@12
000FA1EC 000FA22D _NtCreateProcess@32
000FA232 000FA2E0 _NtQueueApcThread@20
000FA2E6 000FA4E1 _PsGetContextThread@12
000FA4E6 000FA54C _NtGetContextThread@8
000FA552 000FA6F0 _PsSetContextThread@12
000FA6F6 000FA75C _NtSetContextThread@8
000FA762 000FA778 _PsIsProcessBeingDebugged@4
000FA77E 000FA795 _PsGetProcessExitProcessCalled@4
000FA79A 000FA7B1 _PsGetThreadSessionId@4
000FA7B6 000FA7CB _PsSetJobUIRestrictionsClass@8
000FA7D0 000FA7E5 _PsSetProcessPriorityClass@8
000FA7EA 000FA7FF _PsSetProcessWindowStation@8
000FA804 000FA833 _PsSetThreadWin32Thread@12
000FA838 000FA84A _PsGetProcessSecurityPort@4
000FA850 000FA867 _PsSetProcessSecurityPort@8
000FA86C 000FA883 _PsIsThreadImpersonating@4
000FA888 000FA8DE _PsReferenceProcessFilePointer@8
000FA8E4 000FA994 _PsSetProcessWin32Process@12
000FA99A 000FA9B0 _PsSetLegoNotifyRoutine@4
000FA9B6 000FAA0C _PspWaitForUsermodeExit@4
000FAA12 000FAA25 _ExFreeCallBack@4
000FAA44 000FAABF _PspCatchCriticalBreak@12
000FAAC4 000FACCB _PspExitProcess@8
000FACD0 000FAE52 _PspProcessDelete@4
000FAE58 000FAF30 _PspThreadDelete@4
000FAF36 000FAF46 _PsGetProcessExitTime@0
000FAF4C 000FAF93 _PspFreezeProcessWorker@8
000FAF98 000FB036 _PsWaitForAllProcesses@0
000FB086 000FB74F _PspExitThread@4
000FB754 000FB7C0 _NtRegisterThreadTerminatePort@4
000FB7C6 000FB7ED _PsExitSpecialApc@20
000FB7F2 000FB845 _PspExitNormalApc@12
000FB876 000FB970 _PspTerminateThreadByPointer@8
000FB99E 000FBAE9 _NtTerminateProcess@8
000FBB18 000FBB92 _PspTerminateProcess@8
000FBB98 000FBC25 _NtTerminateThread@8
000FBC2A 000FBC52 _PsTerminateSystemThread@4
000FBC58 000FBC63 _PsTerminateProcess@8
000FBC68 000FBE17 _PsShutdownSystem@0
000FBE1C 000FBF3B _PsChangeQuantumTable@8
000FBF40 000FC01D _PspMapSystemDll@8
000FC022 000FC0D8 _PsLookupProcessThreadByCid@12
000FC0DE 000FC164 _PsLookupProcessByProcessId@8
000FC16A 000FC1F0 _PsLookupThreadByThreadId@8
000FC1F6 000FC36C _PspQueryLdtInformation@16
000FC372 000FC3C7 _PspCreateLdt@16
000FC3CC 000FC497 _PspIsDescriptorValid@4
000FC49C 000FC5E1 _PspQueryDescriptorThread@16
000FC5E6 000FC61F _PspDeleteLdt@4
000FC624 000FC8BA _PsSetLdtEntries@24
000FC8C0 000FC8CB _NtSetLdtEntries@24
000FC8D0 000FCC14 _PsSetProcessLdtInfo@8
000FCC1A 000FCD54 _PspSetLdtSize@12
000FCD5A 000FD06E _PspSetLdtInformation@12
000FD074 000FD155 _Psp386CreateVdmIoListHead@4
000FD15A 000FD1AB _Psp386InsertVdmIoHandlerBlock@8
000FD1B0 000FD1DD _Psp386GetVdmIoHandler@8
000FD1E2 000FD2AC _PspDeleteVdmObjects@4
000FD2B2 000FD3C1 _Psp386RemoveIoHandler@12
000FD3C6 000FD5C1 _Psp386InstallIoHandler@16
000FD5C6 000FD64A _Ps386GetVdmIoHandler@16
000FD650 000FD70A _PspSetProcessIoHandlers@12
000FD710 000FD75A _PsResumeProcess@4
000FD760 000FD77C _PsResumeThread@8
000FD782 000FD858 _PsSuspendThread@8
000FD85E 000FD8AA _PsSuspendProcess@4
000FD8B0 000FD971 _NtSuspendThread@8
000FD976 000FDA39 _NtResumeThread@8
000FDA3E 000FDA8F _NtSuspendProcess@4
000FDA94 000FDAE5 _NtResumeProcess@4
000FDAEA 000FDB35 _NtAlertThread@4
000FDB3A 000FDBF8 _NtAlertResumeThread@8
000FDBFE 000FDC1B _NtTestAlert@0
000FDC20 000FDD47 _PspApplyJobLimitsToProcess@8
000FDD4C 000FDE8C _PspFoldProcessAccountingIntoJob@8
000FDE92 000FE01E _PspCaptureTokenFilter@12
000FE024 000FE0FC _PsChangeJobMemoryUsage@4
000FE102 000FE189 _PsReportProcessMemoryLimitViolation@0
000FE18E 000FE1B8 _PspShutdownJobLimits@0
000FE1BE 000FE25A _NtIsProcessInJob@8
000FE260 000FE2F4 _PspGetJobFromSet@12
000FE2FA 000FE52E _NtCreateJobSet@12
000FE534 000FE5BD _PspWin32SessionCallout@12
000FE5C2 000FE743 _NtCreateJobObject@12
000FE748 000FE7E8 _NtOpenJobObject@12
000FE7EE 000FE9EA _PspAddProcessToJob@8
000FE9F0 000FEA6E _PspRemoveProcessFromJob@8
000FEA74 000FEAE2 _PspExitProcessFromJob@8
000FEAE8 000FEC15 _PspJobDelete@4
000FEC1A 000FF4DA _NtQueryInformationJobObject@20
000FF508 000FF582 _PspApplyJobLimitsToProcessSet@4
000FF588 000FF5F8 _PspTerminateAllProcessesInJob@12
000FF5FE 000FF876 _NtAssignProcessToJobObject@8
000FF87C 000FF922 _PspJobClose@20
000FF928 001004B6 _NtSetInformationJobObject@16
001004BC 00100548 _NtTerminateJobObject@8
0010054E 0010076F _PsEnforceExecutionTimeLimits@0
00100774 001007B9 _PspJobTimeLimitsWork@4
001007BE 001008E2 _NtImpersonateThread@12
001008E8 001008F9 _PsQuitNextProcessThread@4
001008FE 00100950 _PspGetNextJobProcess@8
00100956 00100A36 _PsEnumProcesses@8
00100A3C 00100AD2 _PsGetNextProcess@4
00100AD8 00100B99 _PsGetNextProcessThread@8
00100B9E 00100BB4 _PspGetContext@12
00100BBA 00100BD6 _PspSetContext@16
00100BDC 00100C30 _PspGetSetContextSpecialApc@20
00100C36 00100C91 _RawShutdown@8
00100C96 00100CBA _RawUnload@4
00100CC0 00100E30 _RawDispatch@8
00100E36 00100F32 _RawMountVolume@4
00100F38 00101027 _RawUserFsCtrl@8
0010102C 0010107D _RawFileSystemControl@12
00101082 001010E8 _RawReadWriteDeviceControl@12
001010EE 00101134 _RawCleanup@12
0010113A 0010116D _RawQueryFsVolumeInfo@12
00101172 001012CA _RawQueryFsSizeInfo@12
001012D0 0010130A _RawQueryFsDeviceInfo@12
00101318 00101355 _RawQueryFsAttributeInfo@12
0010135A 001013E2 _RawQueryVolumeInformation@12
001013E8 00101518 _RawCreate@12
0010151E 00101581 _RawClose@12
00101586 001015E1 _RawQueryInformation@12
001015E6 0010163D _RawSetInformation@12
00101642 0010169F _RawInitializeVcb@12
001016A4 001017CB _LdrpAccessResourceDataNoMultipleLanguage@16
001017D0 001017DB _LdrAccessResource@16
001017E0 0010184A _LdrpCompareResourceNames_U@12
00101850 00101B4B _LdrpSearchResourceSection_U@20
00101B70 00101DB5 _LdrEnumResources@20
00101DBA 00101DD6 _LdrFindResource_U@16
00101DDC 00101DF8 _LdrFindResourceDirectory_U@16
00101DFE 00102067 _RtlMultiByteToUnicodeN@20
001020EC 00102294 _RtlOemToUnicodeN@20
001022DA 00102329 _RtlMultiByteToUnicodeSize@12
0010232E 00102378 _RtlUnicodeToMultiByteSize@12
0010237E 001024DA _RtlUnicodeToMultiByteN@20
00102520 00102D26 _RtlUpcaseUnicodeToMultiByteN@20
00102D6C 00102ED9 _RtlUnicodeToOemN@20
00102F1E 0010372B _RtlUpcaseUnicodeToOemN@20
00103770 00103853 _RtlpDidUnicodeToOemWork@8
00103858 001039F7 _RtlCustomCPToUnicodeN@24
00103A3C 00103BA6 _RtlUnicodeToCustomCPN@24
00103BEC 00104416 _RtlUpcaseUnicodeToCustomCPN@24
0010445C 001044FD _RtlInitCodePageTable@8
00104502 00104529 _RtlpInitUpcaseTable@8
0010452E 0010455A _RtlInitNlsTables@16
00104560 00104662 _RtlResetRtlTranslations@4
00104668 0010468B _RtlGetDefaultCodePage@8
00104690 001046A9 _PfxInitialize@4
001046AE 0010472D _PfxRemovePrefix@8
00104732 001047A0 _ComputeNameLength@4
001047A6 001048F1 _CompareNamesCaseSensitive@8
001048F6 00104913 _RtlInitializeUnicodePrefix@4
00104918 00104A33 _RtlRemoveUnicodePrefix@8
00104A38 00104AB6 _RtlNextUnicodePrefix@8
00104ABC 00104AE2 _ComputeUnicodeNameLength@4
00104AE8 00104CB2 _CompareUnicodeStrings@12
00104CB8 00104D96 _PfxInsertPrefix@12
00104D9C 00104E36 _PfxFindPrefix@8
00104E3C 00104F76 _RtlInsertUnicodePrefix@12
00104F7C 00105045 _RtlFindUnicodePrefix@12
0010504A 00105147 _RtlpQuerySecurityDescriptor@36
0010514C 001051C6 _RtlSelfRelativeToAbsoluteSD2@8
001051CC 00105322 _RtlSelfRelativeToAbsoluteSD@44
00105328 00105440 _RtlMakeSelfRelativeSD@12
00105446 0010546B _RtlAbsoluteToSelfRelativeSD@12
00105470 001054C1 _RtlCreateAcl@12
001054C6 001056E0 _RtlValidAcl@4
001056E6 0010574D _RtlGetAce@12
00105752 001057A1 _RtlFirstFreeAce@8
001057A6 001057DD _RtlpAddData@16
001057E2 0010582C _RtlpDeleteData@12
00105832 001058B9 _RtlQueryInformationAcl@16
001058BE 0010599B _RtlAddAce@20
001059A0 00105A02 _RtlDeleteAce@8
